X,Y,ID,Z
103.8890026,39.2147485,64.1,0
104.8890026,39.2147485,65.1,0
105.8890026,39.2147485,66.1,0
106.8890026,39.2147485,67.1,0
107.8890026,39.2147485,68.1,0
108.8890026,39.2147485,69.1,0
109.8890026,39.2147485,70.1,0
110.8890026,39.2147485,71.1,0
111.8890026,39.2147485,72.1,0
112.8890026,39.2147485,73.1,0
113.8890026,39.2147485,74.1,0
114.8890026,39.2147485,75.1,0
115.8890026,39.2147485,76.1,0
116.8890026,39.2147485,77.1,0
117.8890026,39.2147485,78.1,0
118.8890026,39.2147485,79.1,0
119.8890026,39.2147485,80.1,0
93.8890026,38.2147485,81.1,0
94.8890026,38.2147485,82.1,0
95.8890026,38.2147485,83.1,0
96.8890026,38.2147485,84.1,0
97.8890026,38.2147485,85.1,0
98.8890026,38.2147485,86.1,0
99.8890026,38.2147485,87.1,0
100.8890026,38.2147485,88.1,0
101.8890026,38.2147485,89.1,0
102.8890026,38.2147485,90.1,0
103.8890026,38.2147485,91.1,0
104.8890026,38.2147485,92.1,0
105.8890026,38.2147485,93.1,0
106.8890026,38.2147485,94.1,0
107.8890026,38.2147485,95.1,0
108.8890026,38.2147485,96.1,0
109.8890026,38.2147485,97.1,0
110.8890026,38.2147485,98.1,0
111.8890026,38.2147485,99.1,0
112.8890026,38.2147485,100.1,0
113.8890026,38.2147485,101.1,0
114.8890026,38.2147485,102.1,0
115.8890026,38.2147485,103.1,0
116.8890026,38.2147485,104.1,0
117.8890026,38.2147485,105.1,0
118.8890026,38.2147485,106.1,0
119.8890026,38.2147485,107.1,0
93.8890026,37.2147485,108.1,0
94.8890026,37.2147485,109.1,0
95.8890026,37.2147485,110.1,0
96.8890026,37.2147485,111.1,0
97.8890026,37.2147485,112.1,0
98.8890026,37.2147485,113.1,0
99.8890026,37.2147485,114.1,0
100.8890026,37.2147485,115.1,0
101.8890026,37.2147485,116.1,0
102.8890026,37.2147485,117.1,0
103.8890026,37.2147485,118.1,0
104.8890026,37.2147485,119.1,0
105.8890026,37.2147485,120.1,0
106.8890026,37.2147485,121.1,0
107.8890026,37.2147485,122.1,0
108.8890026,37.2147485,123.1,0
109.8890026,37.2147485,124.1,0
110.8890026,37.2147485,125.1,0
111.8890026,37.2147485,126.1,0
112.8890026,37.2147485,127.1,0
113.8890026,37.2147485,128.1,0
114.8890026,37.2147485,129.1,0
115.8890026,37.2147485,130.1,0
116.8890026,37.2147485,131.1,0
117.8890026,37.2147485,132.1,0
118.8890026,37.2147485,133.1,0
119.8890026,37.2147485,134.1,0
93.8890026,36.2147485,135.1,0
94.8890026,36.2147485,136.1,0
95.8890026,36.2147485,137.1,0
96.8890026,36.2147485,138.1,0
97.8890026,36.2147485,139.1,0
98.8890026,36.2147485,140.1,0
99.8890026,36.2147485,141.1,0
100.8890026,36.2147485,142.1,0
101.8890026,36.2147485,143.1,0
102.8890026,36.2147485,144.1,0
103.8890026,36.2147485,145.1,0
104.8890026,36.2147485,146.1,0
105.8890026,36.2147485,147.1,0
106.8890026,36.2147485,148.1,0
107.8890026,36.2147485,149.1,0
108.8890026,36.2147485,150.1,0
109.8890026,36.2147485,151.1,0
110.8890026,36.2147485,152.1,0
111.8890026,36.2147485,153.1,0
112.8890026,36.2147485,154.1,0
113.8890026,36.2147485,155.1,0
114.8890026,36.2147485,156.1,0
115.8890026,36.2147485,157.1,0
116.8890026,36.2147485,158.1,0
117.8890026,36.2147485,159.1,0
118.8890026,36.2147485,160.1,0
119.8890026,36.2147485,161.1,0
93.8890026,35.2147485,162.1,0
94.8890026,35.2147485,163.1,0
95.8890026,35.2147485,164.1,0
96.8890026,35.2147485,165.1,0
97.8890026,35.2147485,166.1,0
98.8890026,35.2147485,167.1,0
99.8890026,35.2147485,168.1,0
100.8890026,35.2147485,169.1,0
101.8890026,35.2147485,170.1,0
102.8890026,35.2147485,171.1,0
103.8890026,35.2147485,172.1,0
104.8890026,35.2147485,173.1,0
105.8890026,35.2147485,174.1,0
106.8890026,35.2147485,175.1,0
107.8890026,35.2147485,176.1,0
108.8890026,35.2147485,177.1,0
109.8890026,35.2147485,178.1,0
110.8890026,35.2147485,179.1,0
111.8890026,35.2147485,180.1,0
112.8890026,35.2147485,181.1,0
113.8890026,35.2147485,182.1,0
114.8890026,35.2147485,183.1,0
115.8890026,35.2147485,184.1,0
116.8890026,35.2147485,185.1,0
117.8890026,35.2147485,186.1,0
118.8890026,35.2147485,187.1,0
119.8890026,35.2147485,188.1,0
93.8890026,34.2147485,189.1,0
94.8890026,34.2147485,190.1,0
95.8890026,34.2147485,191.1,0
96.8890026,34.2147485,192.1,0
97.8890026,34.2147485,193.1,0
98.8890026,34.2147485,194.1,0
99.8890026,34.2147485,195.1,0
100.8890026,34.2147485,196.1,0
101.8890026,34.2147485,197.1,0
102.8890026,34.2147485,198.1,0
103.8890026,34.2147485,199.1,0
104.8890026,34.2147485,200.1,0
105.8890026,34.2147485,201.1,0
106.8890026,34.2147485,202.1,0
107.8890026,34.2147485,203.1,0
108.8890026,34.2147485,204.1,0
109.8890026,34.2147485,205.1,0
110.8890026,34.2147485,206.1,0
111.8890026,34.2147485,207.1,0
112.8890026,34.2147485,208.1,0
113.8890026,34.2147485,209.1,0
114.8890026,34.2147485,210.1,0
115.8890026,34.2147485,211.1,0
116.8890026,34.2147485,212.1,0
117.8890026,34.2147485,213.1,0
118.8890026,34.2147485,214.1,0
119.8890026,34.2147485,215.1,0
93.8890026,33.2147485,216.1,0
94.8890026,33.2147485,217.1,0
95.8890026,33.2147485,218.1,0
96.8890026,33.2147485,219.1,0
97.8890026,33.2147485,220.1,0
98.8890026,33.2147485,221.1,0
99.8890026,33.2147485,222.1,0
100.8890026,33.2147485,223.1,0
101.8890026,33.2147485,224.1,0
102.8890026,33.2147485,225.1,0
103.8890026,33.2147485,226.1,0
104.8890026,33.2147485,227.1,0
105.8890026,33.2147485,228.1,0
106.8890026,33.2147485,229.1,0
107.8890026,33.2147485,230.1,0
108.8890026,33.2147485,231.1,0
109.8890026,33.2147485,232.1,0
110.8890026,33.2147485,233.1,0
111.8890026,33.2147485,234.1,0
112.8890026,33.2147485,235.1,0
113.8890026,33.2147485,236.1,0
114.8890026,33.2147485,237.1,0
115.8890026,33.2147485,238.1,0
116.8890026,33.2147485,239.1,0
117.8890026,33.2147485,240.1,0
118.8890026,33.2147485,241.1,0
119.8890026,33.2147485,242.1,0
93.8890026,32.2147485,243.1,0
94.8890026,32.2147485,244.1,0
95.8890026,32.2147485,245.1,0
96.8890026,32.2147485,246.1,0
97.8890026,32.2147485,247.1,0
98.8890026,32.2147485,248.1,0
99.8890026,32.2147485,249.1,0
100.8890026,32.2147485,250.1,0
101.8890026,32.2147485,251.1,0
102.8890026,32.2147485,252.1,0
103.8890026,32.2147485,253.1,0
104.8890026,32.2147485,254.1,0
105.8890026,32.2147485,255.1,0
106.8890026,32.2147485,256.1,0
107.8890026,32.2147485,257.1,0
108.8890026,32.2147485,258.1,0
109.8890026,32.2147485,259.1,0
110.8890026,32.2147485,260.1,0
111.8890026,32.2147485,261.1,0
112.8890026,32.2147485,262.1,0
113.8890026,32.2147485,263.1,0
114.8890026,32.2147485,264.1,0
115.8890026,32.2147485,265.1,0
116.8890026,32.2147485,266.1,0
117.8890026,32.2147485,267.1,0
118.8890026,32.2147485,268.1,0
119.8890026,32.2147485,269.1,0
93.8890026,31.2147485,270.1,0
94.8890026,31.2147485,271.1,0
95.8890026,31.2147485,272.1,0
96.8890026,31.2147485,273.1,0
97.8890026,31.2147485,274.1,0
98.8890026,31.2147485,275.1,0
99.8890026,31.2147485,276.1,0
100.8890026,31.2147485,277.1,0
101.8890026,31.2147485,278.1,0
102.8890026,31.2147485,279.1,0
103.8890026,31.2147485,280.1,0
104.8890026,31.2147485,281.1,0
105.8890026,31.2147485,282.1,0
106.8890026,31.2147485,283.1,0
107.8890026,31.2147485,284.1,0
108.8890026,31.2147485,285.1,0
109.8890026,31.2147485,286.1,0
110.8890026,31.2147485,287.1,0
111.8890026,31.2147485,288.1,0
112.8890026,31.2147485,289.1,0
113.8890026,31.2147485,290.1,0
114.8890026,31.2147485,291.1,0
115.8890026,31.2147485,292.1,0
116.8890026,31.2147485,293.1,0
117.8890026,31.2147485,294.1,0
118.8890026,31.2147485,295.1,0
119.8890026,31.2147485,296.1,0
93.8890026,30.2147485,297.1,0
94.8890026,30.2147485,298.1,0
95.8890026,30.2147485,299.1,0
96.8890026,30.2147485,300.1,0
97.8890026,30.2147485,301.1,0
98.8890026,30.2147485,302.1,0
99.8890026,30.2147485,303.1,0
100.8890026,30.2147485,304.1,0
101.8890026,30.2147485,305.1,0
102.8890026,30.2147485,306.1,0
103.8890026,30.2147485,307.1,0
104.8890026,30.2147485,308.1,0
105.8890026,30.2147485,309.1,0
106.8890026,30.2147485,310.1,0
107.8890026,30.2147485,311.1,0
108.8890026,30.2147485,312.1,0
109.8890026,30.2147485,313.1,0
110.8890026,30.2147485,314.1,0
111.8890026,30.2147485,315.1,0
112.8890026,30.2147485,316.1,0
113.8890026,30.2147485,317.1,0
114.8890026,30.2147485,318.1,0
115.8890026,30.2147485,319.1,0
116.8890026,30.2147485,320.1,0
117.8890026,30.2147485,321.1,0
118.8890026,30.2147485,322.1,0
119.8890026,30.2147485,323.1,0
93.8890026,29.2147485,324.1,0
94.8890026,29.2147485,325.1,0
95.8890026,29.2147485,326.1,0
96.8890026,29.2147485,327.1,0
97.8890026,29.2147485,328.1,0
98.8890026,29.2147485,329.1,0
99.8890026,29.2147485,330.1,0
100.8890026,29.2147485,331.1,0
101.8890026,29.2147485,332.1,0
102.8890026,29.2147485,333.1,0
103.8890026,29.2147485,334.1,0
104.8890026,29.2147485,335.1,0
105.8890026,29.2147485,336.1,0
106.8890026,29.2147485,337.1,0
107.8890026,29.2147485,338.1,0
108.8890026,29.2147485,339.1,0
109.8890026,29.2147485,340.1,0
110.8890026,29.2147485,341.1,0
111.8890026,29.2147485,342.1,0
112.8890026,29.2147485,343.1,0
113.8890026,29.2147485,344.1,0
114.8890026,29.2147485,345.1,0
115.8890026,29.2147485,346.1,0
116.8890026,29.2147485,347.1,0
117.8890026,29.2147485,348.1,0
118.8890026,29.2147485,349.1,0
119.8890026,29.2147485,350.1,0
93.8890026,28.2147485,351.1,0
94.8890026,28.2147485,352.1,0
95.8890026,28.2147485,353.1,0
96.8890026,28.2147485,354.1,0
97.8890026,28.2147485,355.1,0
98.8890026,28.2147485,356.1,0
99.8890026,28.2147485,357.1,0
100.8890026,28.2147485,358.1,0
101.8890026,28.2147485,359.1,0
102.8890026,28.2147485,360.1,0
103.8890026,28.2147485,361.1,0
104.8890026,28.2147485,362.1,0
105.8890026,28.2147485,363.1,0
106.8890026,28.2147485,364.1,0
107.8890026,28.2147485,365.1,0
108.8890026,28.2147485,366.1,0
109.8890026,28.2147485,367.1,0
110.8890026,28.2147485,368.1,0
111.8890026,28.2147485,369.1,0
112.8890026,28.2147485,370.1,0
113.8890026,28.2147485,371.1,0
114.8890026,28.2147485,372.1,0
115.8890026,28.2147485,373.1,0
116.8890026,28.2147485,374.1,0
117.8890026,28.2147485,375.1,0
118.8890026,28.2147485,376.1,0
119.8890026,28.2147485,377.1,0
93.8890026,27.2147485,378.1,0
94.8890026,27.2147485,379.1,0
95.8890026,27.2147485,380.1,0
96.8890026,27.2147485,381.1,0
97.8890026,27.2147485,382.1,0
98.8890026,27.2147485,383.1,0
99.8890026,27.2147485,384.1,0
100.8890026,27.2147485,385.1,0
101.8890026,27.2147485,386.1,0
102.8890026,27.2147485,387.1,0
103.8890026,27.2147485,388.1,0
104.8890026,27.2147485,389.1,0
105.8890026,27.2147485,390.1,0
106.8890026,27.2147485,391.1,0
107.8890026,27.2147485,392.1,0
108.8890026,27.2147485,393.1,0
109.8890026,27.2147485,394.1,0
110.8890026,27.2147485,395.1,0
111.8890026,27.2147485,396.1,0
112.8890026,27.2147485,397.1,0
113.8890026,27.2147485,398.1,0
114.8890026,27.2147485,399.1,0
115.8890026,27.2147485,400.1,0
116.8890026,27.2147485,401.1,0
117.8890026,27.2147485,402.1,0
118.8890026,27.2147485,403.1,0
119.8890026,27.2147485,404.1,0
93.8890026,26.2147485,405.1,0
94.8890026,26.2147485,406.1,0
95.8890026,26.2147485,407.1,0
96.8890026,26.2147485,408.1,0
97.8890026,26.2147485,409.1,0
98.8890026,26.2147485,410.1,0
99.8890026,26.2147485,411.1,0
100.8890026,26.2147485,412.1,0
101.8890026,26.2147485,413.1,0
102.8890026,26.2147485,414.1,0
103.8890026,26.2147485,415.1,0
104.8890026,26.2147485,416.1,0
105.8890026,26.2147485,417.1,0
106.8890026,26.2147485,418.1,0
107.8890026,26.2147485,419.1,0
108.8890026,26.2147485,420.1,0
109.8890026,26.2147485,421.1,0
110.8890026,26.2147485,422.1,0
111.8890026,26.2147485,423.1,0
112.8890026,26.2147485,424.1,0
113.8890026,26.2147485,425.1,0
114.8890026,26.2147485,426.1,0
115.8890026,26.2147485,427.1,0
116.8890026,26.2147485,428.1,0
117.8890026,26.2147485,429.1,0
118.8890026,26.2147485,430.1,0
119.8890026,26.2147485,431.1,0
93.8890026,25.2147485,432.1,0
94.8890026,25.2147485,433.1,0
95.8890026,25.2147485,434.1,0
96.8890026,25.2147485,435.1,0
97.8890026,25.2147485,436.1,0
98.8890026,25.2147485,437.1,0
99.8890026,25.2147485,438.1,0
100.8890026,25.2147485,439.1,0
101.8890026,25.2147485,440.1,0
102.8890026,25.2147485,441.1,0
103.8890026,25.2147485,442.1,0
104.8890026,25.2147485,443.1,0
105.8890026,25.2147485,444.1,0
106.8890026,25.2147485,445.1,0
107.8890026,25.2147485,446.1,0
108.8890026,25.2147485,447.1,0
109.8890026,25.2147485,448.1,0
110.8890026,25.2147485,449.1,0
111.8890026,25.2147485,450.1,0
112.8890026,25.2147485,451.1,0
113.8890026,25.2147485,452.1,0
114.8890026,25.2147485,453.1,0
115.8890026,25.2147485,454.1,0
116.8890026,25.2147485,455.1,0
117.8890026,25.2147485,456.1,0
118.8890026,25.2147485,457.1,0
119.8890026,25.2147485,458.1,0
93.8890026,24.2147485,459.1,0
94.8890026,24.2147485,460.1,0
95.8890026,24.2147485,461.1,0
96.8890026,24.2147485,462.1,0
97.8890026,24.2147485,463.1,0
98.8890026,24.2147485,464.1,0
99.8890026,24.2147485,465.1,0
100.8890026,24.2147485,466.1,0
101.8890026,24.2147485,467.1,0
102.8890026,24.2147485,468.1,0
103.8890026,24.2147485,469.1,0
104.8890026,24.2147485,470.1,0
105.8890026,24.2147485,471.1,0
106.8890026,24.2147485,472.1,0
107.8890026,24.2147485,473.1,0
108.8890026,24.2147485,474.1,0
109.8890026,24.2147485,475.1,0
110.8890026,24.2147485,476.1,0
111.8890026,24.2147485,477.1,0
112.8890026,24.2147485,478.1,0
113.8890026,24.2147485,479.1,0
114.8890026,24.2147485,480.1,0
115.8890026,24.2147485,481.1,0
116.8890026,24.2147485,482.1,0
117.8890026,24.2147485,483.1,0
118.8890026,24.2147485,484.1,0
119.8890026,24.2147485,485.1,0
93.8890026,23.2147485,486.1,0
94.8890026,23.2147485,487.1,0
95.8890026,23.2147485,488.1,0
96.8890026,23.2147485,489.1,0
97.8890026,23.2147485,490.1,0
98.8890026,23.2147485,491.1,0
99.8890026,23.2147485,492.1,0
100.8890026,23.2147485,493.1,0
101.8890026,23.2147485,494.1,0
102.8890026,23.2147485,495.1,0
103.8890026,23.2147485,496.1,0
104.8890026,23.2147485,497.1,0
105.8890026,23.2147485,498.1,0
106.8890026,23.2147485,499.1,0
107.8890026,23.2147485,500.1,0
108.8890026,23.2147485,501.1,0
109.8890026,23.2147485,502.1,0
110.8890026,23.2147485,503.1,0
111.8890026,23.2147485,504.1,0
112.8890026,23.2147485,505.1,0
113.8890026,23.2147485,506.1,0
114.8890026,23.2147485,507.1,0
115.8890026,23.2147485,508.1,0
116.8890026,23.2147485,509.1,0
117.8890026,23.2147485,510.1,0
118.8890026,23.2147485,511.1,0
119.8890026,23.2147485,512.1,0
93.8890026,22.2147485,513.1,0
94.8890026,22.2147485,514.1,0
95.8890026,22.2147485,515.1,0
96.8890026,22.2147485,516.1,0
97.8890026,22.2147485,517.1,0
98.8890026,22.2147485,518.1,0
99.8890026,22.2147485,519.1,0
100.8890026,22.2147485,520.1,0
101.8890026,22.2147485,521.1,0
102.8890026,22.2147485,522.1,0
103.8890026,22.2147485,523.1,0
104.8890026,22.2147485,524.1,0
105.8890026,22.2147485,525.1,0
106.8890026,22.2147485,526.1,0
107.8890026,22.2147485,527.1,0
108.8890026,22.2147485,528.1,0
109.8890026,22.2147485,529.1,0
110.8890026,22.2147485,530.1,0
111.8890026,22.2147485,531.1,0
112.8890026,22.2147485,532.1,0
113.8890026,22.2147485,533.1,0
114.8890026,22.2147485,534.1,0
115.8890026,22.2147485,535.1,0
116.8890026,22.2147485,536.1,0
117.8890026,22.2147485,537.1,0
118.8890026,22.2147485,538.1,0
119.8890026,22.2147485,539.1,0
93.8890026,21.2147485,540.1,0
94.8890026,21.2147485,541.1,0
95.8890026,21.2147485,542.1,0
96.8890026,21.2147485,543.1,0
97.8890026,21.2147485,544.1,0
98.8890026,21.2147485,545.1,0
99.8890026,21.2147485,546.1,0
100.8890026,21.2147485,547.1,0
101.8890026,21.2147485,548.1,0
102.8890026,21.2147485,549.1,0
103.8890026,21.2147485,550.1,0
104.8890026,21.2147485,551.1,0
105.8890026,21.2147485,552.1,0
106.8890026,21.2147485,553.1,0
107.8890026,21.2147485,554.1,0
108.8890026,21.2147485,555.1,0
109.8890026,21.2147485,556.1,0
110.8890026,21.2147485,557.1,0
111.8890026,21.2147485,558.1,0
112.8890026,21.2147485,559.1,0
113.8890026,21.2147485,560.1,0
114.8890026,21.2147485,561.1,0
115.8890026,21.2147485,562.1,0
116.8890026,21.2147485,563.1,0
117.8890026,21.2147485,564.1,0
118.8890026,21.2147485,565.1,0
119.8890026,21.2147485,566.1,0
93.8890026,20.2147485,567.1,0
94.8890026,20.2147485,568.1,0
95.8890026,20.2147485,569.1,0
96.8890026,20.2147485,570.1,0
97.8890026,20.2147485,571.1,0
98.8890026,20.2147485,572.1,0
99.8890026,20.2147485,573.1,0
100.8890026,20.2147485,574.1,0
101.8890026,20.2147485,575.1,0
102.8890026,20.2147485,576.1,0
103.8890026,20.2147485,577.1,0
104.8890026,20.2147485,578.1,0
105.8890026,20.2147485,579.1,0
106.8890026,20.2147485,580.1,0
107.8890026,20.2147485,581.1,0
108.8890026,20.2147485,582.1,0
109.8890026,20.2147485,583.1,0
110.8890026,20.2147485,584.1,0
111.8890026,20.2147485,585.1,0
112.8890026,20.2147485,586.1,0
113.8890026,20.2147485,587.1,0
114.8890026,20.2147485,588.1,0
115.8890026,20.2147485,589.1,0
116.8890026,20.2147485,590.1,0
117.8890026,20.2147485,591.1,0
118.8890026,20.2147485,592.1,0
119.8890026,20.2147485,593.1,0
93.8890026,19.2147485,594.1,0
94.8890026,19.2147485,595.1,0
95.8890026,19.2147485,596.1,0
96.8890026,19.2147485,597.1,0
97.8890026,19.2147485,598.1,0
98.8890026,19.2147485,599.1,0
99.8890026,19.2147485,600.1,0
100.8890026,19.2147485,601.1,0
101.8890026,19.2147485,602.1,0
102.8890026,19.2147485,603.1,0
103.8890026,19.2147485,604.1,0
104.8890026,19.2147485,605.1,0
105.8890026,19.2147485,606.1,0
106.8890026,19.2147485,607.1,0
107.8890026,19.2147485,608.1,0
108.8890026,19.2147485,609.1,0
109.8890026,19.2147485,610.1,0
110.8890026,19.2147485,611.1,0
111.8890026,19.2147485,612.1,0
112.8890026,19.2147485,613.1,0
113.8890026,19.2147485,614.1,0
114.8890026,19.2147485,615.1,0
115.8890026,19.2147485,616.1,0
116.8890026,19.2147485,617.1,0
117.8890026,19.2147485,618.1,0
118.8890026,19.2147485,619.1,0
119.8890026,19.2147485,620.1,0
104.1801553186885,30.822571517225306,1,80
112.61192815000001,35.790880649999984,2,20
117.00856083773418,36.46622221544226,3,170
104.98338789960629,33.69430054305197,4,80
118.58532773218802,36.73911752028977,5,40
104.65988000000011,34.9836,6,10
107.03606700000014,33.072893,7,20
113.8429299797299,35.29079802972162,8,110
118.2556834208558,35.06562970607848,9,60
101.58181920000006,35.3002082,10,20
113.02336,33.25974,11,10
109.01698000000016,32.70456,12,20
119.93800000000024,37.17543,13,10
110.7136150000001,35.211955,14,40
119.61617,33.305,15,10
98.51069100000011,39.743699,16,10
113.256066,23.134624,17,20
113.025139,25.802719,18,10
114.51259999999988,38.599076750000016,19,20
99.25789,25.15477,20,10
108.16555149999996,29.29319749999996,21,20
94.524344,40.052387,22,10
109.14697000000011,34.23927,23,20
102.26695,27.89982,24,20
115.93552649999992,29.1237,25,20
110.15652,20.26113,26,10
103.71526,27.34327,27,10
115.94853000000015,38.22616,28,10
