InputID,TargetID,Distance,QCL_1,QCL_2
44326,44342,.222892857,1,.053039844072698
43232,43243,.222907642,1,.053054629072698
43243,43232,.222907642,1,.053054629072698
95041,95035,.224239687,1,.054386674072698
85103,45258,.224984793,1,.055131780072698
85108,85002,.225065393,1,.055212380072698
95495,70422,.226194084,1,.056341071072698
95550,95553,.226273114,1,.056420101072698
95553,95550,.226273114,1,.056420101072698
96358,96383,.226395704,1,.056542691072698
85146,42807,.226528808,1,.056675795072698
87380,87400,.227450536,1,.057597523072698
87178,87543,.227491476,1,.057638463072698
85017,85067,.228355287,1,.058502274072698
87200,87189,.228667022,1,.058814009072698
42791,42856,.229184664,1,.059331651072698
42856,42791,.229184664,1,.059331651072698
85490,85495,.230764293,1,.060911280072698
82458,82461,.230930923,1,.061077910072698
44401,44394,.231019663,1,.061166650072698
82040,82047,.231771801,1,.061918788072698
82085,82175,.232044549,1,.062191536072698
44398,44409,.233006893,1,.063153880072698
44409,44398,.233006893,1,.063153880072698
43348,43378,.234048289,1,.064195276072698
85353,85350,.235805504,1,.065952491072698
87384,87076,.235927801,1,.066074788072698
41761,41838,.237039479,1,.067186466072698
85535,85553,.23742521,1,.067572197072698
43225,43232,.237796388,1,.067943375072698
44214,44234,.237837181,1,.067984168072698
44234,44214,.237837181,1,.067984168072698
82331,44335,.238509233,1,.068656220072698
87473,87476,.239414593,1,.069561580072698
87476,87473,.239414593,1,.069561580072698
43287,42859,.240181185,1,.070328172072698
87203,87206,.2415416,1,.071688587072698
87283,87391,.242704369,1,.072851356072698
87391,87283,.242704369,1,.072851356072698
41136,41244,.243312135,1,.073459122072698
41244,41136,.243312135,1,.073459122072698
82803,82792,.243870399,1,.074017386072698
96181,44401,.243983515,1,.074130502072698
82680,82683,.245877671,1,.076024658072698
82683,82680,.245877671,1,.076024658072698
85577,85594,.246616367,1,.076763354072698
43182,43220,.246757346,1,.076904333072698
87577,87206,.247736674,1,.077883661072698
82061,44352,.247976396,1,.078123383072698
40528,42698,.248230196,1,.078377183072698
43130,43125,.24826559,1,.078412577072698
45713,45702,.248435283,1,.078582270072698
82150,82082,.249429183,1,.079576170072698
82158,82085,.249879952,1,.080026939072698
95230,70312,.250293677,1,.080440664072698
42782,43224,.250378125,1,.080525112072698
43224,42782,.250378125,1,.080525112072698
85299,85272,.25095264,1,.081099627072698
87128,87118,.25321675,1,.083363737072698
43221,43374,.253293052,1,.083440039072698
43374,43221,.253293052,1,.083440039072698
87319,87178,.254152447,1,.084299434072698
43194,43203,.254814071,1,.084961058072698
43203,43194,.254814071,1,.084961058072698
42847,42852,.25492959,1,.085076577072698
42852,42847,.25492959,1,.085076577072698
43031,43021,.255150065,1,.085297052072698
70005,70032,.256124598,1,.086271585072698
70032,70005,.256124598,1,.086271585072698
70599,70600,.257260279,1,.087407266072698
70600,70599,.257260279,1,.087407266072698
95591,95646,.257962459,1,.088109446072698
95646,95591,.257962459,1,.088109446072698
43359,43366,.258446808,1,.088593795072698
41840,41882,.258964161,1,.089111148072698
41882,41840,.258964161,1,.089111148072698
42821,42829,.259704733,1,.089851720072698
42829,42821,.259704733,1,.089851720072698
43482,43583,.259877089,1,.090024076072698
43583,43482,.259877089,1,.090024076072698
87279,87356,.260295792,1,.090442779072698
45224,45239,.260807606,1,.090954593072698
45239,45224,.260807606,1,.090954593072698
45098,45127,.261364224,1,.091511211072698
70602,70599,.261987077,1,.092134064072698
85023,85115,.262009378,1,.092156365072698
85115,85023,.262009378,1,.092156365072698
40052,40069,.262459643,1,.092606630072698
40069,40052,.262459643,1,.092606630072698
70952,70920,.263090803,1,.093237790072698
82971,82994,.264084407,1,.094231394072698
87286,87326,.264335403,1,.094482390072698
95096,95544,.264488902,1,.094635889072698
95544,95096,.264488902,1,.094635889072698
96055,200261,.265835869,1,.095982856072698
200261,96055,.265835869,1,.095982856072698
41907,41906,.266773124,1,.096920111072698
43049,43057,.266851707,1,.096998694072698
43057,43049,.266851707,1,.096998694072698
96137,44422,.267481273,1,.097628260072698
