InputID,TargetID,Distance,Distance(km)
42049,42047,0.420059437,46.76101654
43220,43186,0.168401997,18.74651028
43221,43374,0.253293052,28.19658256
40581,41302,0.42371413,47.16785692
70427,70324,0.006269745,0.697947992
82215,200043,0.521834023,58.09056339
43224,42782,0.250378125,27.87209287
43225,43232,0.237796388,26.47149387
45726,45662,0.188306703,20.96230221
45318,45295,0.166385283,18.52200974
43232,43243,0.222907642,24.8140787
43235,43248,0.311959054,34.72728194
43769,43770,0.455580259,50.71519448
82228,200043,0.292682464,32.58141194
45323,45318,0.221866213,24.69814683
43770,41958,0.442999844,49.31474268
70623,70633,0.063734578,7.094933194
45326,45295,0.123241637,13.71925899
42073,42049,0.680887927,75.79644408
43243,43232,0.222907642,24.8140787
200043,87149,0.070688303,7.869021905
200043,83180,0.070688303,7.869021905
45332,45123,0.094507043,10.52052405
43783,44244,0.749186989,83.39949559
43248,42847,0.304143313,33.85723365
70633,70623,0.063734578,7.094933194
45337,45326,0.274446595,30.55139494
43252,42859,0.174095361,19.38029558
82244,82247,0.217038877,24.16076776
45339,85092,0.067640735,7.529766593
45754,45751,0.506937499,56.43228236
45754,45745,0.506937499,56.43228236
82247,82244,0.217038877,24.16076776
43263,43287,0.30879606,34.37517745
82254,82275,0.190382648,21.19339633
45350,85165,0.179182548,19.94660124
45764,45776,0.427231206,47.55937784
82259,82265,0.146949986,16.35847249
85002,85133,0.216529819,24.10409946
82265,82259,0.146949986,16.35847249
45776,45764,0.427231206,47.55937784
40638,40719,0.937564348,104.3696632
82269,82254,0.318122622,35.41341026
43284,43252,0.291034182,32.39792517
85013,44379,0.300126149,33.41004291
45781,45794,0.457344788,50.91162176
43287,42859,0.240181185,26.73696948
85017,85067,0.228355287,25.42051054
82275,82254,0.190382648,21.19339633
85023,85115,0.262009378,29.16688391
82282,82531,0.134925635,15.01992166
45794,43730,0.346504587,38.57289062
40655,40755,0.984822422,109.630432
70707,70714,0.194584323,21.66112688
70707,70711,0.194584323,21.66112688
82289,83175,0.108316455,12.05778781
43318,43359,0.292444178,32.55488591
45809,45820,0.640653537,71.3175517
85044,85075,0.084143571,9.3668623
85047,85054,0.161502751,17.97848626
70725,70740,0.307020843,34.17756025
82316,82320,0.186704278,20.78392019
43324,43335,0.138170349,15.38112326
43325,43324,0.183097813,20.38244849
43860,44055,0.378553091,42.14053014
82320,82316,0.186704278,20.78392019
43328,43318,0.406134144,45.21085296
85054,85047,0.161502751,17.97848626
45820,45794,0.376779643,41.94310985
42424,42444,0.4702065,52.34338759
82323,83175,0.148424837,16.52265284
85058,85017,0.301860921,33.60315767
43335,43324,0.138170349,15.38112326
70740,70643,0.170741473,19.00694074
70740,70646,0.170741473,19.00694074
82331,44335,0.238509233,26.5508478
43340,82138,0.26921083,29.96854956
85067,85044,0.178061949,19.82185616
43348,43378,0.234048289,26.05425558
42444,42424,0.4702065,52.34338759
85075,85044,0.084143571,9.3668623
43359,43366,0.258446808,28.77029865
70763,70415,0.108491001,12.07721823
70764,70671,0.208762804,23.23947539
70764,70674,0.208762804,23.23947539
82396,44356,1E-05,0.0011132
85092,45339,0.067640735,7.529766593
43366,43378,0.211477323,23.54165557
82439,82519,0.100756106,11.21616967
40719,40791,0.441539956,49.15222787
85103,45258,0.224984793,25.0453072
43374,43221,0.253293052,28.19658256
43911,44143,0.92979317,103.5045757
85108,85002,0.225065393,25.05427949
43378,43366,0.211477323,23.54165557
43379,43335,0.38689989,43.06969572
70796,70295,0.311428143,34.66818092
43916,41975,0.34864187,38.81081298
82455,82458,0.282665403,31.46631265
85115,85023,0.262009378,29.16688391
40736,40755,0.189283075,21.07099194
82458,82461,0.230930923,25.7072304
43923,43930,0.34795314,38.73414354
82461,82465,0.141193117,15.71761783
40740,40736,0.21671652,24.12488298
82465,82461,0.141193117,15.71761783
43930,43923,0.34795314,38.73414354
85131,85147,0.147017589,16.36599796
85133,85135,0.191771931,21.34805136
85135,85158,0.180839675,20.13107266
40755,40736,0.189283075,21.07099194
40758,40772,0.298757984,33.25773881
85146,42807,0.226528808,25.21718691
82487,82520,0.17926274,19.95552823
85147,45198,0.121607175,13.53731067
40766,40758,0.486769964,54.18723234
82489,82519,0.088603178,9.863305805
82493,82501,0.092149826,10.25811867
40772,40785,0.277839846,30.92913165
82494,82512,0.125461398,13.96636288
70930,70418,0.142263272,15.83674746
85155,45198,0.090171208,10.03785887
85158,85135,0.180839675,20.13107266
82501,82493,0.092149826,10.25811867
82502,82506,0.160645509,17.88305811
40781,40078,0.12638895,14.06961796
42524,43860,1.057492793,117.7200977
82503,82506,0.122184549,13.60158399
45921,45934,0.621982834,69.23912914
43920,41975,0.116559779,12.97543456
85165,45350,0.179182548,19.94660124
82506,82503,0.122184549,13.60158399
40785,40772,0.277839846,30.92913165
45216,42818,0.122673945,13.65606361
70952,70920,0.263090803,29.28726816
85168,87267,0.185277225,20.62506068
45219,45234,0.168766883,18.78712937
