X,Y,ID,VALUE
126.4856031,45.45562934,142,0
127.4856031,45.45562934,143,0
128.4856031,45.45562934,144,0
129.4856031,45.45562934,145,0
130.4856031,45.45562934,146,0
131.4856031,45.45562934,147,0
95.48560309,44.45562934,148,0
96.48560309,44.45562934,149,0
97.48560309,44.45562934,150,0
98.48560309,44.45562934,151,0
99.48560309,44.45562934,152,0
100.4856031,44.45562934,153,0
101.4856031,44.45562934,154,0
102.4856031,44.45562934,155,0
103.4856031,44.45562934,156,0
104.4856031,44.45562934,157,0
105.4856031,44.45562934,158,0
106.4856031,44.45562934,159,0
107.4856031,44.45562934,160,0
108.4856031,44.45562934,161,0
109.4856031,44.45562934,162,0
110.4856031,44.45562934,163,0
111.4856031,44.45562934,164,0
112.4856031,44.45562934,165,0
113.4856031,44.45562934,166,0
114.4856031,44.45562934,167,0
115.4856031,44.45562934,168,0
116.4856031,44.45562934,169,0
117.4856031,44.45562934,170,0
118.4856031,44.45562934,171,0
119.4856031,44.45562934,172,0
120.4856031,44.45562934,173,0
121.4856031,44.45562934,174,0
122.4856031,44.45562934,175,0
123.4856031,44.45562934,176,0
124.4856031,44.45562934,177,0
125.4856031,44.45562934,178,0
126.4856031,44.45562934,179,0
127.4856031,44.45562934,180,0
128.4856031,44.45562934,181,0
129.4856031,44.45562934,182,0
130.4856031,44.45562934,183,0
131.4856031,44.45562934,184,0
95.48560309,43.45562934,185,0
96.48560309,43.45562934,186,0
97.48560309,43.45562934,187,0
98.48560309,43.45562934,188,0
99.48560309,43.45562934,189,0
100.4856031,43.45562934,190,0
101.4856031,43.45562934,191,0
102.4856031,43.45562934,192,0
103.4856031,43.45562934,193,0
104.4856031,43.45562934,194,0
105.4856031,43.45562934,195,0
106.4856031,43.45562934,196,0
107.4856031,43.45562934,197,0
108.4856031,43.45562934,198,0
109.4856031,43.45562934,199,0
110.4856031,43.45562934,200,0
111.4856031,43.45562934,201,0
112.4856031,43.45562934,202,0
113.4856031,43.45562934,203,0
114.4856031,43.45562934,204,0
115.4856031,43.45562934,205,0
116.4856031,43.45562934,206,0
117.4856031,43.45562934,207,0
118.4856031,43.45562934,208,0
119.4856031,43.45562934,209,0
120.4856031,43.45562934,210,0
121.4856031,43.45562934,211,0
122.4856031,43.45562934,212,0
123.4856031,43.45562934,213,0
124.4856031,43.45562934,214,0
125.4856031,43.45562934,215,0
126.4856031,43.45562934,216,0
127.4856031,43.45562934,217,0
128.4856031,43.45562934,218,0
129.4856031,43.45562934,219,0
130.4856031,43.45562934,220,0
131.4856031,43.45562934,221,0
95.48560309,42.45562934,222,0
96.48560309,42.45562934,223,0
97.48560309,42.45562934,224,0
98.48560309,42.45562934,225,0
99.48560309,42.45562934,226,0
100.4856031,42.45562934,227,0
101.4856031,42.45562934,228,0
102.4856031,42.45562934,229,0
103.4856031,42.45562934,230,0
104.4856031,42.45562934,231,0
105.4856031,42.45562934,232,0
106.4856031,42.45562934,233,0
107.4856031,42.45562934,234,0
108.4856031,42.45562934,235,0
109.4856031,42.45562934,236,0
110.4856031,42.45562934,237,0
111.4856031,42.45562934,238,0
112.4856031,42.45562934,239,0
113.4856031,42.45562934,240,0
114.4856031,42.45562934,241,0
115.4856031,42.45562934,242,0
116.4856031,42.45562934,243,0
117.4856031,42.45562934,244,0
118.4856031,42.45562934,245,0
119.4856031,42.45562934,246,0
120.4856031,42.45562934,247,0
121.4856031,42.45562934,248,0
122.4856031,42.45562934,249,0
123.4856031,42.45562934,250,0
124.4856031,42.45562934,251,0
125.4856031,42.45562934,252,0
126.4856031,42.45562934,253,0
127.4856031,42.45562934,254,0
128.4856031,42.45562934,255,0
129.4856031,42.45562934,256,0
130.4856031,42.45562934,257,0
131.4856031,42.45562934,258,0
95.48560309,41.45562934,259,0
96.48560309,41.45562934,260,0
97.48560309,41.45562934,261,0
98.48560309,41.45562934,262,0
99.48560309,41.45562934,263,0
100.4856031,41.45562934,264,0
101.4856031,41.45562934,265,0
102.4856031,41.45562934,266,0
103.4856031,41.45562934,267,0
104.4856031,41.45562934,268,0
105.4856031,41.45562934,269,0
106.4856031,41.45562934,270,0
107.4856031,41.45562934,271,0
108.4856031,41.45562934,272,0
109.4856031,41.45562934,273,0
110.4856031,41.45562934,274,0
111.4856031,41.45562934,275,0
112.4856031,41.45562934,276,0
113.4856031,41.45562934,277,0
114.4856031,41.45562934,278,0
115.4856031,41.45562934,279,0
116.4856031,41.45562934,280,0
117.4856031,41.45562934,281,0
118.4856031,41.45562934,282,0
119.4856031,41.45562934,283,0
120.4856031,41.45562934,284,0
121.4856031,41.45562934,285,0
122.4856031,41.45562934,286,0
123.4856031,41.45562934,287,0
124.4856031,41.45562934,288,0
125.4856031,41.45562934,289,0
126.4856031,41.45562934,290,0
127.4856031,41.45562934,291,0
128.4856031,41.45562934,292,0
129.4856031,41.45562934,293,0
130.4856031,41.45562934,294,0
131.4856031,41.45562934,295,0
95.48560309,40.45562934,296,0
96.48560309,40.45562934,297,0
97.48560309,40.45562934,298,0
98.48560309,40.45562934,299,0
99.48560309,40.45562934,300,0
100.4856031,40.45562934,301,0
101.4856031,40.45562934,302,0
102.4856031,40.45562934,303,0
103.4856031,40.45562934,304,0
104.4856031,40.45562934,305,0
105.4856031,40.45562934,306,0
106.4856031,40.45562934,307,0
107.4856031,40.45562934,308,0
108.4856031,40.45562934,309,0
109.4856031,40.45562934,310,0
110.4856031,40.45562934,311,0
111.4856031,40.45562934,312,0
112.4856031,40.45562934,313,0
113.4856031,40.45562934,314,0
114.4856031,40.45562934,315,0
115.4856031,40.45562934,316,0
116.4856031,40.45562934,317,0
117.4856031,40.45562934,318,0
118.4856031,40.45562934,319,0
119.4856031,40.45562934,320,0
120.4856031,40.45562934,321,0
121.4856031,40.45562934,322,0
122.4856031,40.45562934,323,0
123.4856031,40.45562934,324,0
124.4856031,40.45562934,325,0
125.4856031,40.45562934,326,0
126.4856031,40.45562934,327,0
127.4856031,40.45562934,328,0
128.4856031,40.45562934,329,0
129.4856031,40.45562934,330,0
130.4856031,40.45562934,331,0
131.4856031,40.45562934,332,0
95.48560309,39.45562934,333,0
96.48560309,39.45562934,334,0
97.48560309,39.45562934,335,0
98.48560309,39.45562934,336,0
99.48560309,39.45562934,337,0
100.4856031,39.45562934,338,0
101.4856031,39.45562934,339,0
102.4856031,39.45562934,340,0
103.4856031,39.45562934,341,0
104.4856031,39.45562934,342,0
105.4856031,39.45562934,343,0
106.4856031,39.45562934,344,0
107.4856031,39.45562934,345,0
108.4856031,39.45562934,346,0
109.4856031,39.45562934,347,0
110.4856031,39.45562934,348,0
111.4856031,39.45562934,349,0
112.4856031,39.45562934,350,0
113.4856031,39.45562934,351,0
114.4856031,39.45562934,352,0
115.4856031,39.45562934,353,0
116.4856031,39.45562934,354,0
117.4856031,39.45562934,355,0
118.4856031,39.45562934,356,0
119.4856031,39.45562934,357,0
120.4856031,39.45562934,358,0
121.4856031,39.45562934,359,0
122.4856031,39.45562934,360,0
123.4856031,39.45562934,361,0
124.4856031,39.45562934,362,0
125.4856031,39.45562934,363,0
126.4856031,39.45562934,364,0
127.4856031,39.45562934,365,0
128.4856031,39.45562934,366,0
129.4856031,39.45562934,367,0
130.4856031,39.45562934,368,0
131.4856031,39.45562934,369,0
95.48560309,38.45562934,370,0
96.48560309,38.45562934,371,0
97.48560309,38.45562934,372,0
98.48560309,38.45562934,373,0
99.48560309,38.45562934,374,0
100.4856031,38.45562934,375,0
101.4856031,38.45562934,376,0
102.4856031,38.45562934,377,0
103.4856031,38.45562934,378,0
104.4856031,38.45562934,379,0
105.4856031,38.45562934,380,0
106.4856031,38.45562934,381,0
107.4856031,38.45562934,382,0
108.4856031,38.45562934,383,0
109.4856031,38.45562934,384,0
110.4856031,38.45562934,385,0
111.4856031,38.45562934,386,0
112.4856031,38.45562934,387,0
113.4856031,38.45562934,388,0
114.4856031,38.45562934,389,0
115.4856031,38.45562934,390,0
116.4856031,38.45562934,391,0
117.4856031,38.45562934,392,0
118.4856031,38.45562934,393,0
119.4856031,38.45562934,394,0
120.4856031,38.45562934,395,0
121.4856031,38.45562934,396,0
122.4856031,38.45562934,397,0
123.4856031,38.45562934,398,0
124.4856031,38.45562934,399,0
125.4856031,38.45562934,400,0
126.4856031,38.45562934,401,0
127.4856031,38.45562934,402,0
128.4856031,38.45562934,403,0
129.4856031,38.45562934,404,0
130.4856031,38.45562934,405,0
131.4856031,38.45562934,406,0
95.48560309,37.45562934,407,0
96.48560309,37.45562934,408,0
97.48560309,37.45562934,409,0
98.48560309,37.45562934,410,0
99.48560309,37.45562934,411,0
100.4856031,37.45562934,412,0
101.4856031,37.45562934,413,0
102.4856031,37.45562934,414,0
103.4856031,37.45562934,415,0
104.4856031,37.45562934,416,0
105.4856031,37.45562934,417,0
106.4856031,37.45562934,418,0
107.4856031,37.45562934,419,0
108.4856031,37.45562934,420,0
109.4856031,37.45562934,421,0
110.4856031,37.45562934,422,0
111.4856031,37.45562934,423,0
112.4856031,37.45562934,424,0
113.4856031,37.45562934,425,0
114.4856031,37.45562934,426,0
115.4856031,37.45562934,427,0
116.4856031,37.45562934,428,0
117.4856031,37.45562934,429,0
118.4856031,37.45562934,430,0
119.4856031,37.45562934,431,0
120.4856031,37.45562934,432,0
121.4856031,37.45562934,433,0
122.4856031,37.45562934,434,0
123.4856031,37.45562934,435,0
124.4856031,37.45562934,436,0
125.4856031,37.45562934,437,0
126.4856031,37.45562934,438,0
127.4856031,37.45562934,439,0
128.4856031,37.45562934,440,0
129.4856031,37.45562934,441,0
130.4856031,37.45562934,442,0
131.4856031,37.45562934,443,0
95.48560309,36.45562934,444,0
96.48560309,36.45562934,445,0
97.48560309,36.45562934,446,0
98.48560309,36.45562934,447,0
99.48560309,36.45562934,448,0
100.4856031,36.45562934,449,0
101.4856031,36.45562934,450,0
102.4856031,36.45562934,451,0
103.4856031,36.45562934,452,0
104.4856031,36.45562934,453,0
105.4856031,36.45562934,454,0
106.4856031,36.45562934,455,0
107.4856031,36.45562934,456,0
108.4856031,36.45562934,457,0
109.4856031,36.45562934,458,0
110.4856031,36.45562934,459,0
111.4856031,36.45562934,460,0
112.4856031,36.45562934,461,0
113.4856031,36.45562934,462,0
114.4856031,36.45562934,463,0
115.4856031,36.45562934,464,0
116.4856031,36.45562934,465,0
117.4856031,36.45562934,466,0
118.4856031,36.45562934,467,0
119.4856031,36.45562934,468,0
120.4856031,36.45562934,469,0
121.4856031,36.45562934,470,0
122.4856031,36.45562934,471,0
123.4856031,36.45562934,472,0
124.4856031,36.45562934,473,0
125.4856031,36.45562934,474,0
126.4856031,36.45562934,475,0
127.4856031,36.45562934,476,0
128.4856031,36.45562934,477,0
129.4856031,36.45562934,478,0
130.4856031,36.45562934,479,0
131.4856031,36.45562934,480,0
95.48560309,35.45562934,481,0
96.48560309,35.45562934,482,0
97.48560309,35.45562934,483,0
98.48560309,35.45562934,484,0
99.48560309,35.45562934,485,0
100.4856031,35.45562934,486,0
101.4856031,35.45562934,487,0
102.4856031,35.45562934,488,0
103.4856031,35.45562934,489,0
104.4856031,35.45562934,490,0
105.4856031,35.45562934,491,0
106.4856031,35.45562934,492,0
107.4856031,35.45562934,493,0
108.4856031,35.45562934,494,0
109.4856031,35.45562934,495,0
110.4856031,35.45562934,496,0
111.4856031,35.45562934,497,0
112.4856031,35.45562934,498,0
113.4856031,35.45562934,499,0
114.4856031,35.45562934,500,0
115.4856031,35.45562934,501,0
116.4856031,35.45562934,502,0
117.4856031,35.45562934,503,0
118.4856031,35.45562934,504,0
119.4856031,35.45562934,505,0
120.4856031,35.45562934,506,0
121.4856031,35.45562934,507,0
122.4856031,35.45562934,508,0
123.4856031,35.45562934,509,0
124.4856031,35.45562934,510,0
125.4856031,35.45562934,511,0
126.4856031,35.45562934,512,0
127.4856031,35.45562934,513,0
128.4856031,35.45562934,514,0
129.4856031,35.45562934,515,0
130.4856031,35.45562934,516,0
131.4856031,35.45562934,517,0
95.48560309,34.45562934,518,0
96.48560309,34.45562934,519,0
97.48560309,34.45562934,520,0
98.48560309,34.45562934,521,0
99.48560309,34.45562934,522,0
100.4856031,34.45562934,523,0
101.4856031,34.45562934,524,0
102.4856031,34.45562934,525,0
103.4856031,34.45562934,526,0
104.4856031,34.45562934,527,0
105.4856031,34.45562934,528,0
106.4856031,34.45562934,529,0
107.4856031,34.45562934,530,0
108.4856031,34.45562934,531,0
109.4856031,34.45562934,532,0
110.4856031,34.45562934,533,0
111.4856031,34.45562934,534,0
112.4856031,34.45562934,535,0
113.4856031,34.45562934,536,0
114.4856031,34.45562934,537,0
115.4856031,34.45562934,538,0
116.4856031,34.45562934,539,0
117.4856031,34.45562934,540,0
118.4856031,34.45562934,541,0
119.4856031,34.45562934,542,0
120.4856031,34.45562934,543,0
121.4856031,34.45562934,544,0
122.4856031,34.45562934,545,0
123.4856031,34.45562934,546,0
124.4856031,34.45562934,547,0
125.4856031,34.45562934,548,0
126.4856031,34.45562934,549,0
127.4856031,34.45562934,550,0
128.4856031,34.45562934,551,0
129.4856031,34.45562934,552,0
130.4856031,34.45562934,553,0
131.4856031,34.45562934,554,0
95.48560309,33.45562934,555,0
96.48560309,33.45562934,556,0
97.48560309,33.45562934,557,0
98.48560309,33.45562934,558,0
99.48560309,33.45562934,559,0
100.4856031,33.45562934,560,0
101.4856031,33.45562934,561,0
102.4856031,33.45562934,562,0
103.4856031,33.45562934,563,0
104.4856031,33.45562934,564,0
105.4856031,33.45562934,565,0
106.4856031,33.45562934,566,0
107.4856031,33.45562934,567,0
108.4856031,33.45562934,568,0
109.4856031,33.45562934,569,0
110.4856031,33.45562934,570,0
111.4856031,33.45562934,571,0
112.4856031,33.45562934,572,0
113.4856031,33.45562934,573,0
114.4856031,33.45562934,574,0
115.4856031,33.45562934,575,0
116.4856031,33.45562934,576,0
117.4856031,33.45562934,577,0
118.4856031,33.45562934,578,0
119.4856031,33.45562934,579,0
120.4856031,33.45562934,580,0
121.4856031,33.45562934,581,0
122.4856031,33.45562934,582,0
123.4856031,33.45562934,583,0
124.4856031,33.45562934,584,0
125.4856031,33.45562934,585,0
126.4856031,33.45562934,586,0
127.4856031,33.45562934,587,0
128.4856031,33.45562934,588,0
129.4856031,33.45562934,589,0
130.4856031,33.45562934,590,0
131.4856031,33.45562934,591,0
95.48560309,32.45562934,592,0
96.48560309,32.45562934,593,0
97.48560309,32.45562934,594,0
98.48560309,32.45562934,595,0
99.48560309,32.45562934,596,0
100.4856031,32.45562934,597,0
101.4856031,32.45562934,598,0
102.4856031,32.45562934,599,0
103.4856031,32.45562934,600,0
104.4856031,32.45562934,601,0
105.4856031,32.45562934,602,0
106.4856031,32.45562934,603,0
107.4856031,32.45562934,604,0
108.4856031,32.45562934,605,0
109.4856031,32.45562934,606,0
110.4856031,32.45562934,607,0
111.4856031,32.45562934,608,0
112.4856031,32.45562934,609,0
113.4856031,32.45562934,610,0
114.4856031,32.45562934,611,0
115.4856031,32.45562934,612,0
116.4856031,32.45562934,613,0
117.4856031,32.45562934,614,0
118.4856031,32.45562934,615,0
119.4856031,32.45562934,616,0
120.4856031,32.45562934,617,0
121.4856031,32.45562934,618,0
122.4856031,32.45562934,619,0
123.4856031,32.45562934,620,0
124.4856031,32.45562934,621,0
125.4856031,32.45562934,622,0
126.4856031,32.45562934,623,0
127.4856031,32.45562934,624,0
128.4856031,32.45562934,625,0
129.4856031,32.45562934,626,0
130.4856031,32.45562934,627,0
131.4856031,32.45562934,628,0
95.48560309,31.45562934,629,0
96.48560309,31.45562934,630,0
97.48560309,31.45562934,631,0
98.48560309,31.45562934,632,0
99.48560309,31.45562934,633,0
100.4856031,31.45562934,634,0
101.4856031,31.45562934,635,0
102.4856031,31.45562934,636,0
103.4856031,31.45562934,637,0
104.4856031,31.45562934,638,0
105.4856031,31.45562934,639,0
106.4856031,31.45562934,640,0
107.4856031,31.45562934,641,0
108.4856031,31.45562934,642,0
109.4856031,31.45562934,643,0
110.4856031,31.45562934,644,0
111.4856031,31.45562934,645,0
112.4856031,31.45562934,646,0
113.4856031,31.45562934,647,0
114.4856031,31.45562934,648,0
115.4856031,31.45562934,649,0
116.4856031,31.45562934,650,0
117.4856031,31.45562934,651,0
118.4856031,31.45562934,652,0
119.4856031,31.45562934,653,0
120.4856031,31.45562934,654,0
121.4856031,31.45562934,655,0
122.4856031,31.45562934,656,0
123.4856031,31.45562934,657,0
124.4856031,31.45562934,658,0
125.4856031,31.45562934,659,0
126.4856031,31.45562934,660,0
127.4856031,31.45562934,661,0
128.4856031,31.45562934,662,0
129.4856031,31.45562934,663,0
130.4856031,31.45562934,664,0
131.4856031,31.45562934,665,0
95.48560309,30.45562934,666,0
96.48560309,30.45562934,667,0
97.48560309,30.45562934,668,0
98.48560309,30.45562934,669,0
99.48560309,30.45562934,670,0
100.4856031,30.45562934,671,0
101.4856031,30.45562934,672,0
102.4856031,30.45562934,673,0
103.4856031,30.45562934,674,0
104.4856031,30.45562934,675,0
105.4856031,30.45562934,676,0
106.4856031,30.45562934,677,0
107.4856031,30.45562934,678,0
108.4856031,30.45562934,679,0
109.4856031,30.45562934,680,0
110.4856031,30.45562934,681,0
111.4856031,30.45562934,682,0
112.4856031,30.45562934,683,0
113.4856031,30.45562934,684,0
114.4856031,30.45562934,685,0
115.4856031,30.45562934,686,0
116.4856031,30.45562934,687,0
117.4856031,30.45562934,688,0
118.4856031,30.45562934,689,0
119.4856031,30.45562934,690,0
120.4856031,30.45562934,691,0
121.4856031,30.45562934,692,0
122.4856031,30.45562934,693,0
123.4856031,30.45562934,694,0
124.4856031,30.45562934,695,0
125.4856031,30.45562934,696,0
126.4856031,30.45562934,697,0
127.4856031,30.45562934,698,0
128.4856031,30.45562934,699,0
129.4856031,30.45562934,700,0
130.4856031,30.45562934,701,0
131.4856031,30.45562934,702,0
95.48560309,29.45562934,703,0
96.48560309,29.45562934,704,0
97.48560309,29.45562934,705,0
98.48560309,29.45562934,706,0
99.48560309,29.45562934,707,0
100.4856031,29.45562934,708,0
101.4856031,29.45562934,709,0
102.4856031,29.45562934,710,0
103.4856031,29.45562934,711,0
104.4856031,29.45562934,712,0
105.4856031,29.45562934,713,0
106.4856031,29.45562934,714,0
107.4856031,29.45562934,715,0
108.4856031,29.45562934,716,0
109.4856031,29.45562934,717,0
110.4856031,29.45562934,718,0
111.4856031,29.45562934,719,0
112.4856031,29.45562934,720,0
113.4856031,29.45562934,721,0
114.4856031,29.45562934,722,0
115.4856031,29.45562934,723,0
116.4856031,29.45562934,724,0
117.4856031,29.45562934,725,0
118.4856031,29.45562934,726,0
119.4856031,29.45562934,727,0
120.4856031,29.45562934,728,0
121.4856031,29.45562934,729,0
122.4856031,29.45562934,730,0
123.4856031,29.45562934,731,0
124.4856031,29.45562934,732,0
125.4856031,29.45562934,733,0
126.4856031,29.45562934,734,0
127.4856031,29.45562934,735,0
128.4856031,29.45562934,736,0
129.4856031,29.45562934,737,0
130.4856031,29.45562934,738,0
131.4856031,29.45562934,739,0
95.48560309,28.45562934,740,0
96.48560309,28.45562934,741,0
97.48560309,28.45562934,742,0
98.48560309,28.45562934,743,0
99.48560309,28.45562934,744,0
100.4856031,28.45562934,745,0
101.4856031,28.45562934,746,0
102.4856031,28.45562934,747,0
103.4856031,28.45562934,748,0
104.4856031,28.45562934,749,0
105.4856031,28.45562934,750,0
106.4856031,28.45562934,751,0
107.4856031,28.45562934,752,0
108.4856031,28.45562934,753,0
109.4856031,28.45562934,754,0
110.4856031,28.45562934,755,0
111.4856031,28.45562934,756,0
112.4856031,28.45562934,757,0
113.4856031,28.45562934,758,0
114.4856031,28.45562934,759,0
115.4856031,28.45562934,760,0
116.4856031,28.45562934,761,0
117.4856031,28.45562934,762,0
118.4856031,28.45562934,763,0
119.4856031,28.45562934,764,0
120.4856031,28.45562934,765,0
121.4856031,28.45562934,766,0
122.4856031,28.45562934,767,0
123.4856031,28.45562934,768,0
124.4856031,28.45562934,769,0
125.4856031,28.45562934,770,0
126.4856031,28.45562934,771,0
127.4856031,28.45562934,772,0
128.4856031,28.45562934,773,0
129.4856031,28.45562934,774,0
130.4856031,28.45562934,775,0
131.4856031,28.45562934,776,0
95.48560309,27.45562934,777,0
96.48560309,27.45562934,778,0
97.48560309,27.45562934,779,0
98.48560309,27.45562934,780,0
99.48560309,27.45562934,781,0
100.4856031,27.45562934,782,0
101.4856031,27.45562934,783,0
102.4856031,27.45562934,784,0
103.4856031,27.45562934,785,0
104.4856031,27.45562934,786,0
105.4856031,27.45562934,787,0
106.4856031,27.45562934,788,0
107.4856031,27.45562934,789,0
108.4856031,27.45562934,790,0
109.4856031,27.45562934,791,0
110.4856031,27.45562934,792,0
111.4856031,27.45562934,793,0
112.4856031,27.45562934,794,0
113.4856031,27.45562934,795,0
114.4856031,27.45562934,796,0
115.4856031,27.45562934,797,0
116.4856031,27.45562934,798,0
117.4856031,27.45562934,799,0
118.4856031,27.45562934,800,0
119.4856031,27.45562934,801,0
120.4856031,27.45562934,802,0
121.4856031,27.45562934,803,0
122.4856031,27.45562934,804,0
123.4856031,27.45562934,805,0
124.4856031,27.45562934,806,0
125.4856031,27.45562934,807,0
126.4856031,27.45562934,808,0
127.4856031,27.45562934,809,0
128.4856031,27.45562934,810,0
129.4856031,27.45562934,811,0
130.4856031,27.45562934,812,0
131.4856031,27.45562934,813,0
95.48560309,26.45562934,814,0
96.48560309,26.45562934,815,0
97.48560309,26.45562934,816,0
98.48560309,26.45562934,817,0
99.48560309,26.45562934,818,0
100.4856031,26.45562934,819,0
101.4856031,26.45562934,820,0
102.4856031,26.45562934,821,0
103.4856031,26.45562934,822,0
104.4856031,26.45562934,823,0
105.4856031,26.45562934,824,0
106.4856031,26.45562934,825,0
107.4856031,26.45562934,826,0
108.4856031,26.45562934,827,0
109.4856031,26.45562934,828,0
110.4856031,26.45562934,829,0
111.4856031,26.45562934,830,0
112.4856031,26.45562934,831,0
113.4856031,26.45562934,832,0
114.4856031,26.45562934,833,0
115.4856031,26.45562934,834,0
116.4856031,26.45562934,835,0
117.4856031,26.45562934,836,0
118.4856031,26.45562934,837,0
119.4856031,26.45562934,838,0
120.4856031,26.45562934,839,0
121.4856031,26.45562934,840,0
122.4856031,26.45562934,841,0
123.4856031,26.45562934,842,0
124.4856031,26.45562934,843,0
125.4856031,26.45562934,844,0
126.4856031,26.45562934,845,0
127.4856031,26.45562934,846,0
128.4856031,26.45562934,847,0
129.4856031,26.45562934,848,0
130.4856031,26.45562934,849,0
131.4856031,26.45562934,850,0
95.48560309,25.45562934,851,0
96.48560309,25.45562934,852,0
97.48560309,25.45562934,853,0
98.48560309,25.45562934,854,0
99.48560309,25.45562934,855,0
100.4856031,25.45562934,856,0
101.4856031,25.45562934,857,0
102.4856031,25.45562934,858,0
103.4856031,25.45562934,859,0
104.4856031,25.45562934,860,0
105.4856031,25.45562934,861,0
106.4856031,25.45562934,862,0
107.4856031,25.45562934,863,0
108.4856031,25.45562934,864,0
109.4856031,25.45562934,865,0
110.4856031,25.45562934,866,0
111.4856031,25.45562934,867,0
112.4856031,25.45562934,868,0
113.4856031,25.45562934,869,0
114.4856031,25.45562934,870,0
115.4856031,25.45562934,871,0
116.4856031,25.45562934,872,0
